otu	otu_total	otu_fraction_of_total	otu_fraction_cumulative	10n	10p	11n	11p	120n	120p	121n	121p	122n	122p	125n	125p	126n	126p	127n	13n	13p	140n	140p	141n	141p	142n	142p	155n	155p	156n	156p	157n	157p	15n	15p	165n	165p	166n	166p	167n	167p	1n	1p	2n	2p	3n	3p	5n	5p	7n	7p	9n	9p	tri01n	tri01p	tri02n	tri02p	tri03n	tri03p	Mothur_Taxo1	Mothur_Taxo2	Mothur_Taxo3	Mothur_Taxo4	Mothur_Taxo5	Mothur_Taxo6	Mothur_Taxo7	Mothur_Taxo8	Final_Taxo1	Final_Taxo2	Final_Taxo3	Final_Taxo4	Final_Taxo5	Final_Taxo6	Final_Taxo7	Final_Taxo8	BLAST_best_identity	BLAST_best_Accession	BLAST_best_Organism	BLAST_best_Description
Otu164	311	0.00011	0.99658	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	Pterocystida_X	Pterocystida_XX	Pterocystida_XX_sp.	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	Pterocystida_X	Pterocystida_X		0.966	KX532499	uncultured marine eukaryote	Uncultured marine eukaryote clone o10.75_111 18S ribosomal RNA gene, partial sequence
Otu165	280	0.00010	0.99668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pseudo-nitzschia		Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyceae	Bacillariophyceae_X	Pseudo_nitzschia		0.997	KP709000	Pseudo-nitzschia kodamae	Pseudo-nitzschia kodamae voucher PnPd31 18S ribosomal RNA gene, partial sequence
Otu166	273	0.00009	0.99677	0	0	0	0	0	0	0	0	1	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Hanseniaspora	Hanseniaspora_uvarum	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Hanseniaspora	Hanseniaspora_uvarum	1.000	AY242196	Candida sp. BG00-10-20-1-C1	Candida sp. BG00-10-20-1-C1 18S ribosomal RNA gene, partial sequence
Otu167	271	0.00009	0.99686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Leptocylindrus	Leptocylindrus_convexus	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Coscinodiscophyceae	Coscinodiscophyceae_X	Leptocylindrus	Leptocylindrus_convexus	0.997	KC814811	Leptocylindrus convexus	Leptocylindrus convexus strain SZN-B768 18S ribosomal RNA gene, partial sequence
Otu168	271	0.00009	0.99695	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	19	0	0	0	0	0	0	0	0	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales_X	Picochlorum	Picochlorum_sp.	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales_X	Picochlorum		1.000	AB058312	Nannochloris sp. MBIC10096	Nanochlorum sp. MBIC10096 gene for 18S rRNA, partial sequence
Otu169	267	0.00009	0.99704	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	229	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	Pterocystida_X	Pterocystida_XX	Pterocystida_XX_sp.	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	Pterocystida_X	Pterocystida_X		0.997	AY749516	uncultured eukaryote	Uncultured eukaryote clone H30.5 18S ribosomal RNA gene, partial sequence
Otu170	261	0.00009	0.99713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Stramenopiles_X	MOCH	MOCH-2	MOCH-2_X	MOCH-2_XX	MOCH-2_XX_sp.	Eukaryota	Stramenopiles	Stramenopiles_X	MOCH	MOCH_2	MOCH_2_X	MOCH_2_X		0.953	KJ759482	uncultured eukaryote	Uncultured eukaryote clone SGYO416 18S ribosomal RNA gene, partial sequence
Otu171	258	0.00009	0.99722	0	1	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Archaeplastida	Chlorophyta	Pyramimonadales	Pyramimonadales_X	Pyramimonadales_XX	Halosphaera	Halosphaera_sp.	Eukaryota	Archaeplastida	Chlorophyta	Pyramimonadales	Pyramimonadales_X	Pyramimonadales_XX	Halosphaera		0.995	GQ863812	uncultured eukaryote	Uncultured eukaryote clone AMT15_15_10m_104 18S ribosomal RNA gene, partial sequence
Otu172	253	0.00009	0.99731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	1	0	0	Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-14	Dino-Group-II-Clade-14_X	Dino-Group-II-Clade-14_X_sp.	Eukaryota	Alveolata	Dinophyta	Syndiniales	Syndiniales_Group_II	Syndiniales_Group_II_Clade_14	Syndiniales_Group_II_Clade_14_X		0.995	JX291953	uncultured eukaryote	Uncultured eukaryote clone 7657BH1703_SP6 18S ribosomal RNA gene, partial sequence
Otu173	242	0.00008	0.99739	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_cylindracea	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_cylindracea	1.000	EU011724	[Candida] cylindracea	Candida cylindracea strain NRRL Y-17506 18S ribosomal RNA gene, partial sequence
Otu174	239	0.00008	0.99747	0	0	0	25	0	7	0	42	0	0	0	13	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	0	103	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae-Synurophyceae	Chrysophyceae-Synurophyceae_X	Clade-G	Clade-G_X	Clade-G_X_sp.	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade_G	Chrysophyceae_Clade_G_X		0.997	JX291679	uncultured eukaryote	Uncultured eukaryote clone 7656BH1002_SP6 18S ribosomal RNA gene, partial sequence
Otu175	239	0.00008	0.99755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Bacillariophyta_X_unclassified	Bacillariophyta_X_unclassified		Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Bacillariophyta_X	Bacillariophyta_X		0.966	AB694531	uncultured diatom	Uncultured diatom gene for 18S rRNA, partial sequence, clone: PA9
Otu176	233	0.00008	0.99763	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified		Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae			Chlorophyceae_X		0.872	AB701520	Chlamydomonas sp. NIES-2315	Chlamydomonas sp. NIES-2315 gene for 18S ribosomal RNA, partial sequence
Otu177	216	0.00007	0.99770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified		Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae			Chlorophyceae_X		0.876	AB701520	Chlamydomonas sp. NIES-2315	Chlamydomonas sp. NIES-2315 gene for 18S ribosomal RNA, partial sequence
Otu178	194	0.00007	0.99777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Thalassiosira		Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Mediophyceae	Mediophyceae_X	Thalassiosira		0.974	AB827486	uncultured diatom	Uncultured diatom gene for 18S rRNA, partial sequence, clone: HP18D-43
Otu179	193	0.00007	0.99783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Ochrophyta_unclassified	Ochrophyta_unclassified	Ochrophyta_unclassified	Ochrophyta_unclassified		Eukaryota	Stramenopiles	Ochrophyta	Ochrophyta_X	Ochrophyta_X	Ochrophyta_X	Ochrophyta_X		0.975	GQ382892	uncultured marine eukaryote	Uncultured marine eukaryote clone MO010_42.00285 18S ribosomal RNA gene, partial sequence
Otu180	193	0.00007	0.99790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiaceae	Prymnesium		Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiaceae	Prymnesium		0.989	AB183611	Platychrysis sp. MBIC10528	Platychrysis sp. MBIC10528 gene for 18S rRNA, partial sequence, strain: MBIC10528
Otu181	190	0.00006	0.99796	0	0	0	0	0	0	0	0	0	0	14	1	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae-Synurophyceae	Chrysophyceae-Synurophyceae_X	Clade-C	Clade-C_unclassified		Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade_C	Chrysophyceae_Clade_C_X		0.997	KT893827	Spumella sp. GW3	Spumella sp. GW3 18S ribosomal RNA gene, partial sequence
Otu182	179	0.00006	0.99803	3	17	0	0	5	0	0	0	29	3	9	0	8	7	3	0	0	0	0	3	4	17	11	0	0	2	3	0	4	0	19	8	0	6	0	0	0	7	0	0	5	4	0	0	0	0	0	0	2	0	0	0	0	0	0	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus_prasinos	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus_prasinos	0.997	FO082268	Bathycoccus prasinos	Bathycoccus prasinos genomic : Chromosome_11
Otu183	159	0.00005	0.99808	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae-Synurophyceae	Chrysophyceae-Synurophyceae_X	Clade-C	Clade-C_X	Clade-C_X_sp.	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade_C	Chrysophyceae_Clade_C_X		0.997	KT893827	Spumella sp. GW3	Spumella sp. GW3 18S ribosomal RNA gene, partial sequence
Otu184	156	0.00005	0.99813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Dictyochophyceae_XX	Dictyochophyceae_XXX	Dictyochophyceae_XXX_sp.	Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Florenciellales	Florenciellales_X		0.997	KJ762939	uncultured eukaryote	Uncultured eukaryote clone SGUH1253 18S ribosomal RNA gene, partial sequence
Otu185	155	0.00005	0.99818	5	1	0	0	18	0	0	0	6	2	3	0	6	4	4	0	0	0	0	1	8	30	5	0	0	3	1	0	14	0	3	14	0	10	0	0	0	0	0	0	9	3	0	1	0	0	0	4	0	0	0	0	0	0	0	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus_prasinos	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus_prasinos	0.997	FO082268	Bathycoccus prasinos	Bathycoccus prasinos genomic : Chromosome_11
Otu186	148	0.00005	0.99824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Archaeplastida	Chlorophyta	Prasino-Clade-9	Prasino-clade-9_X	Prasino-clade-9-B	Prasino-Clade-9-B_X	Prasino-Clade-9-B_X_sp.	Eukaryota	Archaeplastida	Chlorophyta	Prasino_Clade_IX	Prasino_Clade_IX	Prasino_Clade_IX_B	Prasino_Clade_IX_B_X		0.997	KU743499	uncultured Chlorophyta	Uncultured Chlorophyta clone 08D30P10 small subunit ribosomal RNA gene, partial sequence
Otu187	148	0.00005	0.99829	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	8	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	Pterocystida_X	Pterocystida_XX	Pterocystida_XX_sp.	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	Pterocystida_X	Pterocystida_X		0.995	AY749516	uncultured eukaryote	Uncultured eukaryote clone H30.5 18S ribosomal RNA gene, partial sequence
Otu188	145	0.00005	0.99833	7	5	0	0	16	0	0	0	4	2	3	0	6	3	3	0	0	0	0	2	5	19	4	0	0	10	1	0	17	0	7	14	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	5	5	0	0	0	0	0	0	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus_prasinos	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus_prasinos	0.997	FO082268	Bathycoccus prasinos	Bathycoccus prasinos genomic : Chromosome_11
Otu189	144	0.00005	0.99838	0	0	0	0	0	0	0	0	0	0	11	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae-Synurophyceae	Chrysophyceae-Synurophyceae_X	Clade-C	Clade-C_unclassified		Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade_C	Chrysophyceae_Clade_C_X		0.997	KT893827	Spumella sp. GW3	Spumella sp. GW3 18S ribosomal RNA gene, partial sequence
Otu190	134	0.00005	0.99843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Florenciellales	Florenciellales_unclassified		Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Florenciellales	Florenciella		0.992	EF173012	uncultured eukaryote	Uncultured eukaryote clone Q2F10N5 18S ribosomal RNA gene, partial sequence
Otu191	134	0.00005	0.99847	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	Eukaryota	Rhizaria	Cercozoa	Filosa-Chlorarachnea	Chlorarachnida	Chlorarachnida_X	Bigelowiella	Bigelowiella_sp.	Eukaryota	Rhizaria	Cercozoa	Chlorarachniophyceae	Chlorarachnida	Chlorarachnida_X	Bigelowiella		1.000	EF622540	Chlorarachniophyceae sp. CCMP623	Chlorarachniophyceae sp. CCMP623 small subunit ribosomal RNA gene, partial sequence
Otu192	133	0.00005	0.99852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Archaeplastida	Streptophyta	Klebsormidiophyceae	Klebsormidiophyceae_X	Klebsormidiophyceae_XX	Klebsormidium		Eukaryota	Archaeplastida	Streptophyta	Klebsormidiophyceae	Klebsormidiophyceae_X	Klebsormidiophyceae_XX	Klebsormidium		0.997	EF372518	Klebsormidium dissectum	Klebsormidium dissectum strain SAG 2155 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence
Otu193	124	0.00004	0.99856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Stramenopiles_X	MOCH	MOCH-1	MOCH-1_X	MOCH-1_XX	MOCH-1_XX_sp.	Eukaryota	Stramenopiles	Stramenopiles_X	MOCH	MOCH_1	MOCH_1_X	MOCH_1_X		0.984	KT815126	uncultured eukaryote	Uncultured eukaryote clone 52c_21596 18S ribosomal RNA gene, partial sequence
Otu194	124	0.00004	0.99860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_muellerii_strain1	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Mediophyceae	Mediophyceae_X	Mediophyceae_X		0.997	AY046626	uncultured eukaryote	Uncultured eukaryote isolate C1_E025 18S ribosomal RNA gene, partial sequence
Otu195	124	0.00004	0.99865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified		Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_unclassified		0.995	GU327541	Bulleribasidium oberjochense	Bulleribasidium oberjochense strain CBS9110 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence
Otu196	119	0.00004	0.99869	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Oligotrichia	Strombidiidae	Pseudotontonia	Pseudotontonia_sp.	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Oligotrichia	Strombidiidae	Pseudotontonia		0.989	KJ757579	uncultured eukaryote	Uncultured eukaryote clone SGYY752 18S ribosomal RNA gene, partial sequence
Otu197	115	0.00004	0.99873	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Stramenopiles_X	MOCH	MOCH-1	MOCH-1_X	MOCH-1_XX	MOCH-1_XX_sp.	Eukaryota	Stramenopiles	Stramenopiles_X	MOCH	MOCH_1	MOCH_1_X	MOCH_1_X		1.000	GQ344724	uncultured marine eukaryote	Uncultured marine eukaryote clone cRFM1.40 18S ribosomal RNA gene, partial sequence
Otu198	113	0.00004	0.99876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	87	0	0	0	0	0	0	0	0	0	0	Eukaryota	Opisthokonta	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycetes	Chytridiomycetes_X	Chytridiomycetes_X_sp.	Eukaryota	Opisthokonta	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycetes	Chytridiomycetes_X		1.000	EU561669	uncultured marine eukaryote	Uncultured marine eukaryote clone IND1.10 18S ribosomal RNA gene, partial sequence
Otu199	105	0.00004	0.99880	0	0	0	24	0	0	0	74	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Stramenopiles_X	MOCH	MOCH-2	MOCH-2_X	MOCH-2_XX	MOCH-2_XX_sp.	Eukaryota	Stramenopiles	Stramenopiles_X	MOCH	MOCH_2	MOCH_2_X	MOCH_2_X		0.997	KR064002	uncultured eukaryote	Uncultured eukaryote clone St4_DCM_31-55_502f 18S ribosomal RNA gene, partial sequence
Otu200	104	0.00004	0.99883	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae-Synurophyceae	Chrysophyceae-Synurophyceae_X	Clade-C	Clade-C_unclassified		Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade_C	Chrysophyceae_Clade_C_X		0.997	KT893827	Spumella sp. GW3	Spumella sp. GW3 18S ribosomal RNA gene, partial sequence
Otu201	101	0.00003	0.99887	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Dictyochales	Dictyochales_unclassified		Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Dictyochales	Dictyochales_X		0.997	EU500103	uncultured eukaryote	Uncultured eukaryote clone hotxp1a10 18S ribosomal RNA gene, partial sequence
Otu202	99	0.00003	0.99890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Stramenopiles_X	MOCH	MOCH-5	MOCH-5_X	MOCH-5_XX	MOCH-5_XX_sp.	Eukaryota	Stramenopiles	Stramenopiles_X	MOCH	MOCH_5	MOCH_5_X	MOCH_5_X		0.996	KX014642	Stramenopile sp. RCC4570	Stramenopile sp. RCC4570 18S ribosomal RNA gene, partial sequence
Otu203	97	0.00003	0.99894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	1	0	0	1	0	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetes_unclassified		Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetes_unclassified		0.987	EF023569	uncultured Auriculariaceae	Uncultured Auriculariaceae clone Amb_18S_794 18S ribosomal RNA gene, partial sequence
Otu204	95	0.00003	0.99897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified		Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophytceae	Bacillariaceae	Fragilariopsis		0.974	LC189151	Fragilariopsis cylindrus	Fragilariopsis cylindrus gene for 18S ribosomal RNA, partial sequence, strain: NIES-3887
